0,test_rmse,fit_time,test_time,weighted_sum
NormalPredictor,0.6442628259163946,2.415114164352417,2.959542083740234,4.942248014753707
BaselineOnly,0.2599428439348809,9.40794837474823,2.416919779777527,6.822234031034962
SVD,0.08328013316054254,16.318861389160155,2.115394401550293,9.508608361417123
